bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
5,5.0,2564,17232,1.0,0,0,3,5,2005,559,1994,0,98101,47.2745,-121.4973,2766,12833,696000
3,3.0,1935,15650,1.5,0,0,3,7,1761,174,1915,0,98050,47.3416,-121.9993,1867,18694,614000
4,4.0,1971,10414,1.0,0,2,3,8,1335,636,2003,0,98071,47.5453,-122.1875,2258,7975,653000
3,4.0,1822,4269,2.0,0,0,3,4,1503,319,1950,0,98163,47.2727,-121.5541,1686,4393,424000
2,2.0,1465,5252,2.0,0,0,4,5,923,542,1936,2010,98080,47.2637,-121.4043,1333,5361,440000
3,2.0,1833,4426,1.0,0,4,4,5,1355,478,1913,2019,98079,47.3003,-122.1328,1688,3637,551000
3,3.0,1452,12120,1.0,0,1,4,8,1002,450,2002,0,98020,47.5148,-121.5689,1611,12784,539000
3,4.0,1745,2439,1.0,0,0,5,7,1549,196,1967,0,98156,47.4448,-121.717,1742,2443,546000
2,1.0,1409,2580,2.0,0,0,3,7,1122,287,1929,0,98123,47.6891,-121.3123,1430,2594,498000
6,5.0,2902,11028,1.0,0,0,3,5,2613,289,1959,0,98037,47.5886,-122.2552,3287,10100,821000
6,5.0,2274,4743,1.0,0,2,3,8,1833,441,1952,2013,98003,47.5668,-121.3472,2577,5706,720000
4,5.0,2148,14806,3.0,0,0,3,6,1363,785,1996,0,98093,47.2083,-122.1217,1857,11114,680000
3,3.0,2364,2872,2.5,0,0,3,6,2114,250,1935,0,98187,47.1387,-122.0057,2411,2766,551000
3,3.0,1592,4704,1.0,0,3,3,8,1486,106,1929,0,98101,47.457,-122.0694,1354,4026,588000
4,5.0,1882,2350,1.5,0,0,3,7,1809,73,1963,0,98155,47.1501,-122.1779,2159,2841,529000
4,3.0,2212,4944,1.5,0,0,3,7,1833,379,1913,0,98032,47.3548,-121.6681,2510,4128,712000
2,2.0,1394,1506,2.0,0,0,2,8,1257,137,1922,0,98048,47.1183,-121.793,1589,1747,509000
5,5.0,2858,3327,2.0,0,0,4,6,2575,283,1947,0,98046,47.2238,-122.1332,3092,3550,769000
4,3.0,1723,1558,1.0,0,0,4,8,1141,582,1927,0,98114,47.1773,-122.3413,1700,1908,588000
5,4.0,2719,8562,2.0,0,3,4,6,1810,909,2021,0,98095,47.6607,-122.1191,2615,9044,810000
4,3.0,2277,8719,1.5,0,3,4,6,1431,846,1906,0,98047,47.3423,-122.0425,2182,9014,677000
4,5.0,2057,1231,1.0,0,0,3,8,1497,560,1941,0,98040,47.1552,-122.0432,1700,1453,586000
3,3.0,1802,14287,1.5,0,0,3,8,1423,379,1909,0,98131,47.2858,-122.0713,2126,14823,679000
5,5.0,2809,36240,2.0,0,0,3,6,2807,2,1967,0,98116,47.578,-122.4415,2753,43732,727000
5,5.0,2762,5099,1.0,0,0,4,5,2133,629,1943,2012,98157,47.6219,-121.9432,3237,3720,699000
1,1.0,557,2943,1.0,0,0,4,9,500,57,2001,0,98091,47.1839,-121.4966,641,2934,451000
1,1.0,1146,47073,1.5,0,3,3,8,1005,141,1912,2007,98058,47.645,-122.2836,1297,55905,532000
3,2.0,1681,1711,1.0,0,0,3,6,1146,535,1984,0,98178,47.3594,-122.3252,1740,2069,539000
4,4.0,2122,4994,2.0,0,0,5,8,1323,799,1932,0,98010,47.5756,-121.9338,1784,5995,705000
6,5.0,2922,5674,1.0,0,0,3,5,2391,531,2003,0,98061,47.5701,-122.0553,2716,6029,739000
2,1.0,1255,14416,1.0,0,0,4,7,1105,150,1991,0,98111,47.6555,-121.8265,1307,18689,476000
3,3.0,2058,6554,2.0,0,0,3,4,2057,1,1986,1983,98121,47.588,-121.3635,1657,5301,611000
3,4.0,1675,3298,2.0,0,0,3,7,1245,430,1931,0,98061,47.1272,-121.5869,1369,2654,543000
6,5.0,2564,2296,2.5,0,0,4,5,2458,106,1947,0,98151,47.4636,-121.6755,2746,1652,764000
4,4.0,1982,3739,2.0,0,1,4,7,1492,490,1904,0,98006,47.2163,-122.0009,2290,4837,668000
4,3.0,2154,2196,1.0,0,0,4,7,1886,268,1960,0,98075,47.779,-122.1552,2460,1996,707000
3,2.0,2069,5106,2.0,0,0,3,7,1737,332,2021,2007,98188,47.2791,-121.8517,1794,5909,656000
3,3.0,1881,3130,2.0,0,0,3,5,1168,713,1989,0,98115,47.3941,-121.4375,2190,2303,574000
3,3.0,1445,1487,1.0,0,3,4,7,912,533,2002,0,98155,47.2377,-121.4479,1558,1307,592000
2,1.0,2046,13415,3.0,0,0,3,8,1245,801,1989,0,98183,47.1942,-121.9654,2223,14412,598000
5,5.0,2579,3301,1.0,1,0,3,7,1930,649,1902,0,98031,47.5207,-122.2045,2377,3350,833000
4,4.0,2483,1782,3.0,0,0,4,8,2231,252,1923,0,98123,47.4452,-122.2296,2698,1470,723000
6,5.0,2854,4296,2.5,0,1,3,7,1910,944,2016,0,98158,47.3623,-122.4592,3093,4197,886000
6,5.0,3060,5191,2.0,0,0,3,7,2578,482,1997,0,98067,47.1598,-121.4888,3176,3973,813000
3,3.0,1952,1215,3.0,0,0,4,7,1397,555,1933,0,98013,47.6152,-122.1822,1841,1246,632000
4,4.0,2465,6408,2.0,0,0,5,10,2265,200,1983,0,98059,47.1041,-122.0692,2772,4858,816000
5,5.0,2817,2127,1.0,0,0,3,5,2590,227,2018,0,98054,47.4204,-121.5289,3310,2300,712000
4,3.0,2362,19319,1.5,0,0,3,5,2150,212,1993,0,98104,47.5428,-122.356,2711,15324,672000
2,2.0,1205,7474,1.0,0,0,4,7,976,229,1941,0,98021,47.4015,-121.9465,1081,7685,516000
3,4.0,1528,3569,1.5,0,2,4,10,1091,437,1919,0,98043,47.1883,-122.3532,1495,2775,657000
2,2.0,1400,2708,2.0,0,0,4,11,1293,107,1940,0,98011,47.6448,-121.9698,1312,2547,678000
6,5.0,3180,4519,1.5,0,0,3,7,2145,1035,1981,0,98109,47.3268,-122.4434,3444,4117,846000
4,4.0,2033,8024,1.0,0,0,3,7,1455,578,2001,0,98067,47.1943,-121.8789,2303,9258,533000
2,1.0,1620,4816,2.0,0,0,4,8,1091,529,1919,0,98166,47.4852,-121.5451,1436,5224,608000
4,4.0,2536,4131,2.5,0,0,4,7,2206,330,1905,0,98095,47.1134,-121.6884,2990,5214,711000
4,5.0,1825,5150,1.0,0,3,4,8,1596,229,2021,0,98152,47.3268,-121.889,1954,6454,695000
3,3.0,1449,3032,1.5,0,4,3,9,1248,201,1956,0,98106,47.6254,-121.5055,1286,3441,654000
2,2.0,1258,3735,1.0,0,0,3,8,964,294,1941,0,98051,47.7389,-122.2267,1193,4341,531000
4,4.0,2192,1000,2.0,0,0,3,7,1403,789,1924,0,98189,47.5142,-121.503,1845,1075,616000
3,2.0,1543,10711,1.0,0,0,5,7,1488,55,1940,0,98046,47.2523,-122.1684,1603,11943,551000
4,3.0,2506,6242,2.0,0,1,4,8,2013,493,1940,0,98043,47.254,-122.065,2174,6681,721000
3,2.0,1827,2647,1.0,0,1,3,7,1394,433,1902,0,98027,47.5227,-122.3459,1968,2348,541000
5,5.0,2512,22449,1.0,0,2,2,7,2099,413,2007,0,98085,47.3847,-122.3779,2750,20438,783000
3,4.0,1269,5269,3.0,0,2,3,4,859,410,1942,0,98158,47.2241,-121.3815,1259,5505,487000
3,3.0,1305,2145,1.0,0,0,2,6,852,453,1945,0,98094,47.6512,-122.272,1093,2428,516000
5,5.0,2584,9754,1.5,0,0,4,7,1970,614,1956,0,98127,47.2402,-122.1,2699,9205,670000
3,3.0,1060,6758,1.0,0,1,4,8,732,328,1982,0,98191,47.3251,-121.865,1006,5309,538000
2,2.0,1604,6739,2.0,1,0,3,6,1119,485,1973,0,98010,47.143,-122.0826,1892,6575,732000
1,1.0,853,3496,2.0,0,0,3,7,816,37,1950,0,98131,47.591,-121.4558,858,4468,418000
4,3.0,3073,7047,1.0,0,0,4,7,2496,577,1904,0,98060,47.2927,-121.4191,2547,5838,742000
4,3.0,2792,3986,1.0,0,0,3,5,2215,577,1985,0,98027,47.263,-122.1088,2944,4343,609000
4,5.0,2046,7668,1.5,0,0,3,10,1792,254,1972,0,98123,47.3124,-122.3896,2275,9888,715000
2,1.0,1268,1071,2.0,0,0,5,9,1243,25,1996,0,98173,47.7119,-122.2478,1096,991,548000
2,2.0,1599,3473,2.0,0,1,4,5,1031,568,1914,0,98062,47.4626,-121.9307,1566,4281,552000
1,1.0,1411,19491,2.0,0,0,4,8,1317,94,1987,0,98152,47.2105,-122.1538,1548,23748,601000
3,3.0,1209,2661,2.0,0,0,3,7,1008,201,1993,0,98046,47.6421,-121.9558,977,2404,630000
3,2.0,1164,3032,1.0,0,1,3,12,766,398,1999,0,98126,47.2459,-121.5896,945,2302,564000
3,2.0,1513,3435,1.0,0,0,2,6,1088,425,2021,1994,98172,47.3887,-121.9952,1620,2772,464000
3,3.0,1875,1860,1.0,0,0,3,6,1487,388,1938,0,98063,47.4977,-122.2636,2044,1710,583000
5,4.0,2649,1000,1.0,0,0,4,7,2322,327,1969,0,98004,47.5091,-122.0704,3015,1275,739000
3,3.0,2021,4087,1.0,0,0,3,9,1409,612,1978,0,98016,47.1483,-121.6084,1940,3534,626000
3,2.0,1340,5479,2.0,0,0,4,6,1091,249,1937,2015,98179,47.6858,-121.9911,1281,6882,612000
4,4.0,1405,4713,2.0,0,4,3,8,1228,177,1938,0,98074,47.4356,-122.2006,1434,3812,602000
3,4.0,1957,4377,3.0,1,0,3,5,1525,432,1951,0,98112,47.7925,-121.9871,2158,5611,818000
4,4.0,1852,5087,1.0,1,0,5,9,1751,101,1985,0,98101,47.6022,-121.9542,1956,4457,892000
5,5.0,1894,11140,2.0,0,0,3,5,1795,99,1902,0,98176,47.7948,-122.1443,1763,12030,658000
5,5.0,2544,4220,2.5,0,0,3,9,2005,539,2016,0,98193,47.4174,-121.3052,2388,3130,776000
2,2.0,1538,3105,2.0,0,2,3,7,1521,17,1928,0,98197,47.1985,-121.5788,1700,2732,588000
5,5.0,2463,3925,1.0,1,0,3,7,1552,911,1992,0,98045,47.6091,-121.6691,2497,3244,932000
3,3.0,1563,7812,1.0,0,0,3,11,940,623,1930,0,98131,47.6444,-121.4742,1312,5484,619000
3,3.0,1652,15209,1.0,0,1,3,12,1243,409,2008,0,98017,47.697,-121.7003,1423,12077,733000
3,4.0,1589,2973,1.0,0,0,4,8,1335,254,1965,0,98165,47.311,-121.5508,1812,3139,613000
6,5.0,2496,5320,2.0,0,3,4,5,2126,370,1998,0,98005,47.4575,-122.005,2994,4969,856000
3,4.0,1486,6443,1.0,0,0,3,7,1175,311,1944,0,98175,47.7003,-121.8996,1388,7303,549000
3,3.0,1856,2221,1.0,0,0,2,7,1206,650,1972,0,98044,47.7053,-122.4436,1772,2449,690000
4,4.0,2197,4996,2.0,0,3,4,7,1468,729,1921,1986,98161,47.118,-122.1632,1893,5893,736000
2,2.0,1350,1522,2.0,0,3,2,7,1270,80,1982,1989,98021,47.5696,-122.0584,1207,1857,551000
2,2.0,1001,1194,2.0,0,0,4,4,948,53,2013,0,98195,47.5212,-121.7494,971,1423,432000
2,3.0,1246,6591,2.0,0,0,4,8,1083,163,2000,0,98068,47.1583,-121.9429,1139,6386,544000
2,2.0,647,3615,1.5,0,0,3,8,560,87,1909,1984,98032,47.7511,-121.7706,699,3200,424000
2,2.0,1354,5778,1.0,0,0,4,5,1136,218,2009,0,98024,47.4118,-121.644,1374,5786,431000
2,2.0,1729,4845,1.5,0,4,5,7,1178,551,1920,0,98163,47.572,-122.4487,1952,4947,647000
4,5.0,1658,2250,2.0,0,0,4,7,1279,379,1916,0,98146,47.718,-122.1901,1807,1998,612000
2,1.0,1124,4740,3.0,0,0,3,8,987,137,1966,0,98067,47.1911,-122.2949,957,4854,476000
3,2.0,1799,1833,1.0,0,3,3,5,1466,333,1906,0,98103,47.6991,-122.2751,1528,1399,672000
5,5.0,2876,14955,2.0,0,0,5,7,1747,1129,2004,0,98054,47.607,-121.8962,3331,12542,860000
3,3.0,1566,1661,1.0,0,0,3,6,1537,29,2000,0,98154,47.6877,-121.612,1766,1906,626000
4,4.0,1892,4202,2.0,0,3,4,7,1775,117,1935,0,98188,47.4464,-122.1727,1868,3402,707000
2,2.0,709,2135,1.0,0,2,1,8,500,209,1966,1983,98125,47.1234,-121.5107,604,1673,513000
2,1.0,1331,7757,1.0,0,2,1,8,1127,204,2021,0,98117,47.5694,-121.4291,1543,6767,516000
1,2.0,1513,3770,2.5,0,0,4,5,1467,46,1976,0,98065,47.3622,-122.0794,1350,3478,396000
2,2.0,1383,3246,2.0,0,2,4,7,883,500,2004,0,98179,47.3817,-121.6824,1126,2912,571000
3,4.0,1693,9726,2.0,0,0,4,10,1356,337,1929,0,98114,47.4089,-122.3595,1980,8994,671000
2,3.0,1397,5032,1.0,0,0,5,6,1093,304,1986,0,98188,47.445,-121.6072,1570,3945,570000
2,1.0,1297,7430,1.0,0,4,3,9,991,306,1970,0,98187,47.5634,-122.302,1397,5938,688000
2,1.0,1056,2242,1.5,0,0,3,8,987,69,1993,0,98076,47.6087,-121.6751,859,1887,429000
3,3.0,1947,1597,2.5,0,2,5,8,1465,482,1928,2018,98017,47.6438,-121.9937,1969,1503,709000
2,2.0,1368,5355,3.0,0,0,3,6,856,512,1971,0,98149,47.5701,-121.3859,1452,4828,517000
3,2.0,1705,3808,1.5,0,0,4,6,1068,637,1973,0,98195,47.6624,-121.9426,1882,4474,523000
3,2.0,1407,8112,1.5,0,2,3,9,868,539,1932,1994,98108,47.1855,-122.4629,1391,8236,554000
4,4.0,2491,4610,2.5,0,0,2,7,1902,589,1958,0,98028,47.6858,-121.9232,2943,4819,781000
1,2.0,1099,5791,1.5,0,0,3,5,975,124,1919,0,98044,47.3711,-121.5454,987,6002,422000
4,4.0,1934,1341,2.0,0,0,3,7,1318,616,1992,1998,98198,47.4701,-121.7235,1601,1260,655000
4,5.0,2401,22265,1.0,0,3,4,5,2061,340,1928,0,98190,47.4036,-121.3404,2240,28684,768000
2,3.0,1151,4310,2.0,0,0,4,8,1007,144,1952,0,98170,47.433,-121.4881,1225,3114,527000
5,5.0,2265,8588,2.0,0,0,4,8,1590,675,1984,0,98094,47.2998,-121.8681,2480,7124,773000
5,5.0,2272,2518,2.5,0,0,3,9,1909,363,1900,0,98022,47.219,-122.2522,2489,2193,677000
2,2.0,769,6288,2.0,0,3,3,8,672,97,2014,0,98038,47.1734,-122.4955,649,7727,451000
3,4.0,1841,1733,1.0,0,1,3,5,1448,393,1933,0,98014,47.416,-121.3234,2125,2169,632000
4,4.0,1551,7056,2.0,0,1,3,7,1139,412,1943,0,98111,47.1877,-121.374,1415,8521,535000
4,5.0,1731,3697,2.5,0,0,2,8,1467,264,2018,0,98122,47.2715,-122.171,1530,3513,669000
2,3.0,677,5031,1.0,0,0,3,7,671,6,1995,0,98154,47.1935,-121.7341,708,6283,355000
2,2.0,1274,8590,1.0,0,0,3,11,982,292,2008,0,98168,47.1764,-121.6249,1127,6521,571000
3,4.0,1655,1833,1.0,0,0,3,8,1252,403,1913,0,98054,47.7177,-121.8064,1660,2001,601000
3,3.0,1602,2842,2.0,1,0,2,4,1259,343,1936,0,98141,47.5718,-121.4884,1542,3588,689000
4,4.0,1787,7086,1.5,0,4,3,9,1127,660,1934,0,98127,47.7466,-122.4066,1595,8170,785000
3,3.0,1348,26333,2.0,0,2,3,5,1107,241,1958,0,98019,47.5508,-121.4242,1236,22823,495000
3,3.0,1839,4401,1.0,0,0,2,6,1345,494,1923,0,98042,47.6908,-122.0296,1786,4975,592000
4,4.0,1935,7887,2.5,0,0,5,8,1255,680,2012,0,98041,47.4887,-121.9232,1816,6916,655000
1,1.0,995,4512,1.0,0,2,2,9,783,212,1964,2013,98050,47.4238,-121.9663,948,3460,559000
3,4.0,1434,23244,1.0,0,0,4,7,862,572,2009,0,98131,47.4699,-121.8625,1569,26273,572000
4,5.0,2154,1215,2.0,0,0,1,6,1639,515,1905,0,98159,47.3242,-121.7822,1868,981,475000
5,5.0,2891,5301,2.0,0,0,4,7,1857,1034,2012,0,98076,47.5606,-121.6476,3039,4064,778000
3,2.0,1876,1339,1.0,0,0,1,7,1144,732,1967,0,98143,47.728,-121.8701,2010,1381,615000
3,3.0,1576,1000,1.0,0,2,4,6,1465,111,1937,0,98182,47.6476,-121.6783,1766,1072,620000
2,3.0,1377,6235,1.0,0,0,3,6,1331,46,1900,0,98181,47.4234,-122.094,1568,4556,440000
3,2.0,1628,5495,2.0,0,0,4,7,1112,516,1940,0,98173,47.7677,-121.376,1406,3861,599000
3,3.0,1702,3913,2.0,0,0,3,9,1388,314,1930,2002,98166,47.7898,-122.4226,1456,4810,684000
2,3.0,1202,4514,2.0,0,1,2,6,855,347,1935,1972,98099,47.4452,-121.8454,1257,3472,520000
3,2.0,1651,58609,2.0,0,0,4,6,1317,334,1972,0,98050,47.7052,-122.3951,1821,61559,609000
3,3.0,1764,3998,2.0,0,0,2,9,1366,398,2004,0,98152,47.1033,-121.9687,1603,5086,572000
1,1.0,602,7392,1.0,0,3,5,8,500,102,1953,0,98145,47.1467,-122.1909,608,7445,474000
3,4.0,1395,2923,3.0,0,4,2,10,1228,167,2008,0,98146,47.1157,-121.3757,1547,2291,587000
2,2.0,883,6224,2.5,0,4,3,6,574,309,1986,0,98042,47.6412,-122.4843,977,5826,513000
3,4.0,1220,4062,1.0,0,2,4,6,758,462,1930,0,98145,47.1558,-122.0306,1295,4364,504000
2,2.0,935,3539,1.0,0,0,3,7,848,87,1928,0,98016,47.1119,-121.5615,777,4097,325000
5,5.0,2548,21060,1.0,0,0,3,7,2208,340,2012,0,98085,47.2032,-122.2738,2090,22411,713000
3,3.0,1432,12604,1.0,0,0,4,7,1145,287,1984,0,98052,47.3144,-121.5213,1368,9082,541000
4,5.0,2254,5483,2.0,0,0,4,7,1774,480,1902,0,98036,47.4253,-121.4683,1827,4309,647000
4,4.0,2110,1000,2.0,0,4,5,6,1686,424,1957,0,98107,47.1458,-121.6504,2451,923,700000
3,3.0,1109,3682,2.0,0,2,3,7,859,250,1989,0,98167,47.4493,-122.2491,896,4136,484000
2,2.0,1496,42720,2.0,0,1,3,8,1133,363,1960,0,98081,47.2736,-122.1736,1215,44881,587000
3,3.0,1943,4087,2.0,0,0,3,7,1554,389,1905,0,98153,47.2921,-122.2997,1683,2971,595000
3,2.0,1402,11880,2.0,0,3,3,8,1138,264,1919,0,98115,47.6753,-122.2791,1473,13996,646000
4,5.0,2226,15577,1.0,0,2,4,7,1952,274,2010,0,98042,47.7908,-122.4562,2263,16560,772000
3,3.0,1443,5856,1.0,0,0,3,7,1276,167,1960,0,98149,47.4247,-121.4712,1535,7216,450000
2,3.0,1329,2506,2.0,0,3,3,6,998,331,1945,0,98068,47.3252,-121.8658,1538,2382,520000
3,3.0,1321,1000,1.0,0,0,3,7,1011,310,1912,0,98187,47.752,-122.1067,1297,994,592000
3,2.0,1162,8496,1.0,0,0,4,4,871,291,2004,0,98124,47.4503,-122.1525,950,8015,454000
4,4.0,1985,2561,2.5,0,1,5,8,1617,368,1922,0,98030,47.6112,-121.8464,2194,2903,786000
3,2.0,1663,5659,2.0,1,1,4,9,1299,364,1978,0,98185,47.3896,-122.108,1871,6515,816000
3,4.0,1581,1808,1.0,0,0,3,7,1511,70,2009,0,98033,47.2418,-121.4635,1296,2050,514000
6,5.0,2545,3975,2.0,0,0,4,5,2236,309,1930,0,98103,47.5584,-122.2469,2283,3478,735000
4,4.0,1980,5049,2.0,0,4,4,11,1900,80,1903,0,98053,47.5654,-121.4412,2194,5461,814000
2,2.0,1381,6093,1.0,0,1,2,6,1220,161,1974,0,98144,47.4221,-121.7031,1313,5503,454000
2,2.0,1287,2015,1.0,0,1,2,5,1272,15,2017,0,98177,47.289,-121.352,1273,2419,365000
2,2.0,1355,12804,3.0,0,0,2,7,1158,197,1965,0,98133,47.6823,-122.4819,1530,9386,549000
2,1.0,1099,3049,1.0,0,0,3,8,1083,16,1915,0,98106,47.2927,-122.4291,921,2203,466000
2,1.0,1652,1287,1.0,0,0,4,6,1096,556,2014,1997,98077,47.5613,-121.8989,1769,979,487000
2,2.0,947,4504,2.0,0,0,3,7,588,359,1930,0,98094,47.3688,-121.4051,839,3700,481000
3,3.0,1846,5052,2.0,0,0,3,7,1535,311,1947,0,98060,47.4307,-121.623,1523,3650,599000
2,1.0,1655,5589,1.0,0,0,5,5,1644,11,2022,2017,98199,47.248,-121.7534,1763,4152,488000
5,5.0,2644,14614,1.0,0,0,4,7,2028,616,2002,0,98111,47.5546,-122.4621,2244,12913,726000
2,2.0,1239,4068,1.0,0,0,4,8,848,391,1942,0,98055,47.2581,-122.075,1361,3091,497000
3,3.0,1542,4466,3.0,0,2,3,7,1247,295,2007,0,98091,47.44,-122.085,1359,5275,571000
3,2.0,2011,2033,1.0,0,0,3,5,1728,283,1903,0,98163,47.3299,-121.8495,1648,1489,473000
6,5.0,2473,9475,2.0,0,0,1,6,1796,677,1961,0,98197,47.7745,-122.1906,2077,11794,664000
2,2.0,1009,5696,3.0,0,0,3,8,894,115,1947,0,98042,47.7876,-122.1794,1147,6963,634000
3,3.0,1581,3512,1.0,0,0,3,8,1565,16,1927,0,98069,47.6274,-121.755,1499,2898,575000
6,5.0,3271,1071,3.0,0,0,3,7,3136,135,2021,0,98024,47.7887,-121.3665,3012,796,906000
5,5.0,2614,15608,3.0,0,4,2,7,1873,741,1915,0,98199,47.1795,-121.7078,2605,11914,788000
4,4.0,1810,1841,2.5,0,2,3,6,1323,487,2002,0,98199,47.7946,-121.6982,1906,1906,666000
3,4.0,1607,3062,1.0,0,0,3,6,1203,404,1988,0,98118,47.1725,-121.3165,1309,3247,499000
2,2.0,1116,6546,2.0,0,0,4,4,846,270,1976,1981,98183,47.3908,-122.3158,1294,5822,413000
4,3.0,1887,1887,2.0,0,0,4,8,1208,679,1968,0,98142,47.2673,-122.4594,2233,1657,608000
5,5.0,2794,1488,3.0,0,2,3,7,2528,266,1929,0,98055,47.7677,-121.6054,2702,1516,866000
3,4.0,1288,1000,1.0,0,0,3,8,961,327,1964,0,98015,47.5451,-121.9735,1243,883,639000
3,4.0,2183,8750,2.0,0,0,3,8,2078,105,1968,0,98005,47.518,-121.9854,2514,11030,620000
3,4.0,1948,3178,1.0,0,2,2,8,1891,57,2017,0,98101,47.7982,-122.2296,1893,2954,676000
4,5.0,2427,51114,1.0,0,2,3,6,1480,947,1913,0,98132,47.5287,-121.8918,2773,42521,729000
2,1.0,1161,2218,1.5,0,2,4,6,1156,5,1974,0,98030,47.5523,-121.9694,942,1747,549000
3,3.0,1655,2352,2.0,1,3,5,11,1463,192,1933,0,98053,47.1313,-122.0855,1648,2538,1000000
3,3.0,1270,3127,2.0,0,3,4,8,1026,244,1955,0,98073,47.7013,-121.9687,1500,2802,649000
3,4.0,1543,5970,2.0,0,0,5,9,1166,377,1928,0,98030,47.7791,-122.0394,1390,4855,613000
2,2.0,1448,3374,3.0,0,0,4,4,1169,279,1981,0,98104,47.7722,-121.3721,1313,2920,570000
2,2.0,1689,8021,1.5,0,2,2,7,1233,456,1978,0,98105,47.2548,-121.3237,1777,7096,561000
4,5.0,1768,2247,2.0,0,1,5,8,1501,267,2009,0,98108,47.2581,-121.4921,2069,2417,675000
3,3.0,1590,1627,1.5,0,4,2,5,1013,577,1924,0,98084,47.3562,-121.3115,1398,1309,469000
3,3.0,1655,1166,1.5,0,0,4,7,1404,251,1993,0,98092,47.3171,-122.1811,1934,1329,610000
2,2.0,881,1000,2.0,0,0,3,7,626,255,2008,0,98189,47.3139,-121.4885,938,883,391000
3,2.0,1877,3247,3.0,0,0,3,4,1139,738,1965,0,98071,47.5237,-122.012,2247,3224,561000
3,2.0,1483,3863,2.0,0,0,4,6,1218,265,2014,0,98068,47.6639,-121.6046,1623,4222,558000
2,3.0,1241,2966,2.0,0,0,3,6,1032,209,1939,0,98055,47.7557,-122.2583,1324,3044,510000
3,3.0,1564,13289,1.0,0,1,3,5,1205,359,1990,0,98099,47.1475,-121.5257,1761,14583,482000
2,3.0,1063,13127,1.0,0,0,3,8,669,394,2017,0,98097,47.2946,-122.3998,925,11730,448000
2,3.0,1298,3760,2.0,0,1,3,6,1243,55,2012,1980,98071,47.2785,-122.1753,1530,4806,461000
6,5.0,2835,1170,1.0,0,1,5,6,2394,441,1914,0,98073,47.3502,-121.5137,2456,1141,803000
3,3.0,1588,3123,1.0,0,0,4,9,1026,562,1931,2020,98170,47.397,-121.6034,1287,2789,586000
4,4.0,1881,3042,2.0,0,0,3,7,1513,368,1919,0,98077,47.3724,-121.8985,2030,2670,572000
3,2.0,1796,2905,1.0,1,0,3,7,1435,361,1952,0,98157,47.7665,-121.6926,1569,2108,756000
4,4.0,2596,2812,1.0,0,2,4,8,1620,976,1977,1990,98163,47.406,-122.2773,2865,3124,815000
4,4.0,2142,2914,2.0,0,3,3,9,1805,337,1990,0,98173,47.4861,-121.6987,2395,2499,756000
3,4.0,1999,3607,2.0,0,3,3,4,1846,153,1966,0,98108,47.624,-122.4904,1788,4600,701000
3,3.0,1283,2956,3.0,0,4,3,7,1154,129,1948,0,98090,47.6076,-121.5001,1071,2442,615000
3,4.0,1747,5806,2.0,0,0,4,7,1190,557,1966,0,98099,47.5081,-121.8805,1748,5909,597000
3,3.0,1371,6557,1.5,0,3,3,6,1295,76,1976,0,98157,47.7026,-121.3673,1585,7483,611000
5,5.0,2057,2372,3.0,0,2,3,8,1516,541,1988,0,98198,47.5369,-121.9262,2343,2899,754000
4,4.0,1878,13587,2.0,0,3,3,11,1838,40,1981,0,98003,47.7123,-121.9803,1590,10786,833000
6,5.0,3258,2244,1.0,0,0,3,10,2048,1210,1900,0,98185,47.3119,-121.9599,3864,2898,878000
2,2.0,1585,1347,1.0,0,4,3,6,1259,326,1938,0,98194,47.1924,-122.0683,1435,1676,469000
4,4.0,2173,6665,2.0,1,0,3,6,1823,350,1960,0,98119,47.6737,-122.3,2042,8516,803000
5,5.0,2040,2556,2.0,1,2,3,10,1426,614,1954,0,98150,47.3678,-121.4895,1754,3097,959000
2,2.0,1241,6355,2.0,0,0,3,7,1128,113,1968,2013,98111,47.5558,-122.0331,1180,7795,481000
2,2.0,1391,1000,2.0,0,0,3,6,1183,208,1901,0,98155,47.6161,-121.8651,1466,1059,566000
4,4.0,2153,14972,2.0,0,0,4,8,1307,846,1993,0,98022,47.3287,-122.4761,2158,18074,660000
3,4.0,1147,8416,3.0,0,0,4,6,967,180,1916,0,98116,47.4536,-122.4277,1297,8588,437000
4,4.0,1833,1480,2.0,0,0,3,6,1460,373,1928,0,98113,47.7264,-121.7834,1937,1514,613000
2,2.0,1281,1506,1.0,1,2,3,9,869,412,2016,0,98177,47.7159,-121.4449,1160,1563,804000
4,4.0,2261,18729,2.5,0,0,2,6,2257,4,2005,0,98024,47.6245,-121.9079,2313,24306,720000
2,3.0,641,2725,1.0,0,0,4,5,615,26,1903,0,98027,47.6339,-122.302,529,2078,256000
2,2.0,1251,2522,2.0,0,0,4,6,897,354,1972,0,98036,47.7284,-122.3606,1291,2984,568000
2,2.0,1343,1000,3.0,0,0,3,7,1096,247,1963,0,98107,47.6154,-121.4203,1284,864,483000
4,4.0,2355,3712,2.0,0,0,4,5,1711,644,1984,0,98145,47.3377,-121.658,1977,3403,689000
4,4.0,2308,4096,2.0,0,0,4,7,2101,207,1942,0,98056,47.1845,-121.3406,2130,3065,735000
3,3.0,1875,8711,2.0,0,0,5,7,1823,52,2021,0,98010,47.3953,-122.4012,2174,7935,661000
3,3.0,1460,1605,1.5,0,1,2,9,1086,374,1975,0,98054,47.1611,-121.4169,1510,2078,514000
